#,Category,Brand Name,Program Name,Direct Sign-Up URL,Free to Join (Yes/No),Notes,Sign_Up_Type,Required_Fields,Auto_Signup_Feasible,Reward_on_Signup,Barriers  
2374,Social Media,Lex,Lex Account,https://www.thisislex.app/account/create,Yes,Dating,web,email,yes,,none noted  
2375,Social Media,Meetup,Meetup Account,https://www.meetup.com/account/create,Yes,Community,web,email,yes,,none noted  
2376,Auto,Advance Auto Parts,Advance Auto Parts Rewards,https://www.advanceautoparts.com/account/create,Yes,Auto Parts,web,email,yes,,none noted  
2377,Auto,Midas,Midas Rewards,https://www.midas.com/account/create,Yes,Auto Service,web,email,yes,,none noted  
2378,Auto,Valvoline,Valvoline Rewards,https://www.vioc.com/account/create,Yes,Auto Service,web,email,yes,,none noted  
2379,Auto,Firestone Complete Auto Care,Firestone Complete Auto Care Rewards,https://www.firestonecompleteautocare.com/account/create,Yes,Auto Service,web,email,yes,,none noted  
2380,Auto,Discount Tire,Discount Tire Rewards,https://www.discounttire.com/account/create,Yes,Tire,web,email,yes,,none noted  
2381,Auto,Les Schwab,Les Schwab Rewards,https://www.lesschwab.com/account/create,Yes,Tire,web,email,yes,,none noted  
2382,Fashion & Apparel,Blain's Farm & Fleet,Blain's Farm & Fleet Rewards,https://www.farmandfleet.com/account/create,Yes,Farm & Ranch,web,email,yes,,none noted  
2383,Fashion & Apparel,Blick Art Materials,Blick Art Materials Rewards,https://www.dickblick.com/account/create,Yes,Art Supply,web,email,yes,,none noted  
2384,Fashion & Apparel,Jerry's Artarama,Jerry's Artarama Rewards,https://www.jerrysartarama.com/account/create,Yes,Art Supply,web,email,yes,,none noted  
2385,Fashion & Apparel,Guitar Center,Guitar Center Rewards,https://www.guitarcenter.com/account/create,Yes,Music,web,email,yes,,none noted  
2386,Fashion & Apparel,Sweetwater,Sweetwater Rewards,https://www.sweetwater.com/account/create,Yes,Music,web,email,yes,,none noted  
2387,Fashion & Apparel,Sam Ash,Sam Ash Rewards,https://www.samash.com/account/create,Yes,Music,web,email,yes,,none noted  
2388,Health & Wellness,Boots UK,Boots UK Rewards,https://www.boots.com/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2389,Health & Wellness,Superdrug UK,Superdrug UK Rewards,https://www.superdrug.com/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2390,Health & Wellness,Shoppers Drug Mart,Shoppers Drug Mart Rewards,https://www.shoppersdrugmart.ca/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2391,Health & Wellness,Rexall Canada,Rexall Canada Rewards,https://www.rexall.ca/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2392,Health & Wellness,Chemist Warehouse,Chemist Warehouse Rewards,https://www.chemistwarehouse.com.au/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2393,Health & Wellness,Priceline Pharmacy,Priceline Pharmacy Rewards,https://www.priceline.com.au/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2394,Health & Wellness,Watsons,Watsons Rewards,https://www.watsons.com/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2395,Health & Wellness,Guardian Singapore,Guardian Singapore Rewards,https://www.guardian.com.sg/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2396,Health & Wellness,TerryWhite Chemmart,TerryWhite Chemmart Rewards,https://www.terrywhitechemmart.com.au/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2397,Health & Wellness,Pharmasave,Pharmasave Rewards,https://www.pharmasave.com/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2398,Health & Wellness,Jean Coutu,Jean Coutu Rewards,https://www.jeancoutu.com/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2399,Health & Wellness,London Drugs,London Drugs Rewards,https://www.londondrugs.com/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2400,Health & Wellness,Brunet,Brunet Rewards,https://www.brunet.ca/account/create,Yes,Pharmacy,web,email,yes,,none noted  
2401,Entertainment & Streaming,Walt Disney World,Walt Disney World Membership,https://www.disneyworld.disney.go.com/account/create,Yes,Mega Theme Park,web,email,yes,,none noted  
2402,Entertainment & Streaming,Disneyland Resort,Disneyland Resort Membership,https://www.disneyland.disney.go.com/account/create,Yes,Mega Theme Park,web,email,yes,,none noted  
2403,Entertainment & Streaming,Universal Orlando Resort,Universal Orlando Resort Membership,https://www.universalorlando.com/account/create,Yes,Mega Theme Park,web,email,yes,,none noted  
2404,Entertainment & Streaming,Universal Studios Hollywood,Universal Studios Hollywood Membership,https://www.universalstudioshollywood.com/account/create,Yes,Mega Theme Park,web,email,yes,,none noted  
2405,Entertainment & Streaming,SeaWorld Orlando,SeaWorld Orlando Membership,https://www.seaworld.com/orlando/account/create,Yes,Mega Theme Park,web,email,yes,,none noted  
2406,Entertainment & Streaming,SeaWorld San Diego,SeaWorld San Diego Membership,https://www.seaworld.com/san-diego/account/create,Yes,Mega Theme Park,web,email,yes,,none noted  
2407,Entertainment & Streaming,SeaWorld San Antonio,SeaWorld San Antonio Membership,https://www.seaworld.com/san-antonio/account/create,Yes,Mega Theme Park,web,email,yes,,none noted  
2408,Entertainment & Streaming,Discovery Cove,Discovery Cove Membership,https://www.discoverycove.com/account/create,Yes,Mega Theme Park,web,email,yes,,none noted  
2409,Entertainment & Streaming,Sesame Place Philadelphia,Sesame Place Philadelphia Membership,https://www.sesameplace.com/philadelphia/account/create,Yes,Theme Park,web,email,yes,,none noted  
2410,Entertainment & Streaming,Sesame Place San Diego,Sesame Place San Diego Membership,https://www.sesameplace.com/san-diego/account/create,Yes,Theme Park,web,email,yes,,none noted  
2411,Entertainment & Streaming,Legoland Florida,Legoland Florida Membership,https://www.legoland.com/florida/account/create,Yes,Theme Park,web,email,yes,,none noted  
2412,Entertainment & Streaming,Legoland California,Legoland California Membership,https://www.legoland.com/california/account/create,Yes,Theme Park,web,email,yes,,none noted  
2413,Entertainment & Streaming,Legoland New York,Legoland New York Membership,https://www.legoland.com/new-york/account/create,Yes,Theme Park,web,email,yes,,none noted  
2414,Entertainment & Streaming,Peppa Pig Theme Park Florida,Peppa Pig Theme Park Florida Membership,https://www.peppapigthemepark.com/florida/account/create,Yes,Theme Park,web,email,yes,,none noted  
2415,Entertainment & Streaming,Nickelodeon Universe Mall of America,Nickelodeon Universe Mall of America Membership,https://www.nickelodeonuniverse.com/account/create,Yes,Indoor Theme Park,web,email,yes,,none noted  
2416,Entertainment & Streaming,Nickelodeon Universe American Dream,Nickelodeon Universe American Dream Membership,https://www.americandream.com/venue/nickelodeon-universe/account/create,Yes,Indoor Theme Park,web,email,yes,,none noted  
2417,Entertainment & Streaming,Warner Bros. Studio Tour Hollywood,Warner Bros. Studio Tour Hollywood Membership,https://www.wbstudiotour.com/account/create,Yes,Studio Tour,web,email,yes,,none noted  
2418,Entertainment & Streaming,WonderWorks,WonderWorks Membership,https://www.wonderworksonline.com/account/create,Yes,Indoor Theme Park,web,email,yes,,none noted  
2419,Entertainment & Streaming,Ripley's Believe It or Not,Ripley's Believe It or Not Membership,https://www.ripleys.com/account/create,Yes,Attraction,web,email,yes,,none noted  
2420,Entertainment & Streaming,Madame Tussauds,Madame Tussauds Membership,https://www.madametussauds.com/account/create,Yes,Attraction,web,email,yes,,none noted  
2421,Entertainment & Streaming,Crayola Experience,Crayola Experience Membership,https://www.crayolaexperience.com/account/create,Yes,Indoor Theme Park,web,email,yes,,none noted  
2422,Entertainment & Streaming,LEGOLAND Discovery Centers,LEGOLAND Discovery Centers Membership,https://www.legolanddiscoverycenter.com/account/create,Yes,Indoor Theme Park,web,email,yes,,none noted  
2423,Entertainment & Streaming,Kemah Boardwalk Texas,Kemah Boardwalk Texas Membership,https://www.kemahboardwalk.com/account/create,Yes,Amusement Park,web,email,yes,,none noted  
2424,Entertainment & Streaming,Galveston Island Historic Pleasure Pier,Galveston Island Historic Pleasure Pier Membership,https://www.pleasurepier.com/account/create,Yes,Amusement Park,web,email,yes,,none noted  
2425,Entertainment & Streaming,Pacific Park Santa Monica,Pacific Park Santa Monica Membership,https://www.pacpark.com/account/create,Yes,Amusement Park,web,email,yes,,none noted  
2426,Entertainment & Streaming,Belmont Park San Diego,Belmont Park San Diego Membership,https://www.belmontpark.com/account/create,Yes,Amusement Park,web,email,yes,,none noted  
2427,Entertainment & Streaming,Luna Park Coney Island,Luna Park Coney Island Membership,https://www.lunaparknyc.com/account/create,Yes,Amusement Park,web,email,yes,,none noted  
2428,Entertainment & Streaming,Morey's Piers New Jersey,Morey's Piers New Jersey Membership,https://www.moreyspiers.com/account/create,Yes,Amusement Park,web,email,yes,,none noted  
2429,Entertainment & Streaming,Playland's Castaway Cove,Playland's Castaway Cove Membership,https://www.oceancityfun.com/account/create,Yes,Amusement Park,web,email,yes,,none noted  
2430,Entertainment & Streaming,Family Kingdom Amusement Park,Family Kingdom Amusement Park Membership,https://www.familykingdomfun.com/account/create,Yes,Amusement Park,web,email,yes,,none noted  
2431,Entertainment & Streaming,Casino Pier & Breakwater Beach,Casino Pier & Breakwater Beach Membership,https://www.casinopiernj.com/account/create,Yes,Amusement Park,web,email,yes,,none noted  
2432,Entertainment & Streaming,Elitch Gardens Colorado,Elitch Gardens Colorado Membership,https://www.elitchgardens.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2433,Entertainment & Streaming,Wild Adventures Georgia,Wild Adventures Georgia Membership,https://www.wildadventures.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2434,Entertainment & Streaming,Magic Springs Arkansas,Magic Springs Arkansas Membership,https://www.magicsprings.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2435,Entertainment & Streaming,Lake Compounce Connecticut,Lake Compounce Connecticut Membership,https://www.lakecompounce.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2436,Entertainment & Streaming,Dutch Wonderland Pennsylvania,Dutch Wonderland Pennsylvania Membership,https://www.dutchwonderland.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2437,Entertainment & Streaming,Story Land New Hampshire,Story Land New Hampshire Membership,https://www.storylandnh.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2438,Entertainment & Streaming,Idlewild & SoakZone Pennsylvania,Idlewild & SoakZone Pennsylvania Membership,https://www.idlewild.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2439,Entertainment & Streaming,Tropic Falls at OWA Alabama,Tropic Falls at OWA Alabama Membership,https://www.visitowa.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2440,Entertainment & Streaming,Cliff's Amusement Park New Mexico,Cliff's Amusement Park New Mexico Membership,https://www.cliffsamusementpark.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2441,Entertainment & Streaming,Castles N' Coasters Arizona,Castles N' Coasters Arizona Membership,https://www.castlesncoasters.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2442,Entertainment & Streaming,The Adventuredome Circus Circus,The Adventuredome Circus Circus Membership,https://www.circuscircus.com/the-adventuredome/account/create,Yes,Indoor Theme Park,web,email,yes,,none noted  
2443,Entertainment & Streaming,Fun Spot America,Fun Spot America Membership,https://www.fun-spot.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2444,Entertainment & Streaming,Morgan's Wonderland Texas,Morgan's Wonderland Texas Membership,https://www.morganswonderland.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2445,Entertainment & Streaming,Quassy Amusement & Waterpark,Quassy Amusement & Waterpark Membership,https://www.quassy.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2446,Entertainment & Streaming,Seabreeze Amusement Park,Seabreeze Amusement Park Membership,https://www.seabreeze.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2447,Entertainment & Streaming,Waldameer & Water World,Waldameer & Water World Membership,https://www.waldameer.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2448,Entertainment & Streaming,Canobie Lake Park,Canobie Lake Park Membership,https://www.canobie.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2449,Entertainment & Streaming,Funtown Splashtown USA,Funtown Splashtown USA Membership,https://www.funtownsplashtownusa.com/account/create,Yes,Theme Park,web,email,yes,,none noted  
2450,Fintech,Digital Federal Credit Union DCU,Digital Federal Credit Union DCU Rewards,https://www.dcu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2451,Fintech,VyStar Credit Union,VyStar Credit Union Rewards,https://www.vystarcu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2452,Fintech,Mountain America Credit Union,Mountain America Credit Union Rewards,https://www.macu.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2453,Fintech,America First Credit Union,America First Credit Union Rewards,https://www.americafirst.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2454,Fintech,Bethpage Federal Credit Union,Bethpage Federal Credit Union Rewards,https://www.bethpagefcu.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2455,Fintech,GreenState Credit Union,GreenState Credit Union Rewards,https://www.greenstate.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2456,Fintech,Kinecta Federal Credit Union,Kinecta Federal Credit Union Rewards,https://www.kinecta.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2457,Fintech,Visions Federal Credit Union,Visions Federal Credit Union Rewards,https://www.visionsfcu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2458,Fintech,Wright-Patt Credit Union,Wright-Patt Credit Union Rewards,https://www.wpcu.coop/account/create,Yes,Credit Union,web,email,yes,,none noted  
2459,Fintech,Consumers Credit Union,Consumers Credit Union Rewards,https://www.consumerscu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2460,Fintech,Affinity Plus Federal Credit Union,Affinity Plus Federal Credit Union Rewards,https://www.affinityplus.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2461,Fintech,Veridian Credit Union,Veridian Credit Union Rewards,https://www.veridiancu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2462,Fintech,WSECU Washington State Employees,WSECU Washington State Employees Rewards,https://www.wsecu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2463,Fintech,Landmark Credit Union,Landmark Credit Union Rewards,https://www.landmarkcu.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2464,Fintech,Idaho Central Credit Union,Idaho Central Credit Union Rewards,https://www.iccu.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2465,Fintech,Broadview Federal Credit Union,Broadview Federal Credit Union Rewards,https://www.broadviewfcu.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2466,Fintech,Canvas Credit Union,Canvas Credit Union Rewards,https://www.canvas.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2467,Fintech,Lake Michigan Credit Union,Lake Michigan Credit Union Rewards,https://www.lmcu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2468,Travel & Airlines,ANA Mileage Club,ANA Mileage Club Loyalty,https://www.ana.co.jp/account/create,Yes,Airline,web,email,yes,,none noted  
2469,Travel & Airlines,Japan Airlines JAL,Japan Airlines JAL Loyalty,https://www.jal.co.jp/account/create,Yes,Airline,web,email,yes,,none noted  
2470,Travel & Airlines,LATAM Airlines,LATAM Airlines Loyalty,https://www.latamairlines.com/account/create,Yes,Airline,web,email,yes,,none noted  
2471,Travel & Airlines,Copa Airlines,Copa Airlines Loyalty,https://www.copaair.com/account/create,Yes,Airline,web,email,yes,,none noted  
2472,Travel & Airlines,Finnair,Finnair Loyalty,https://www.finnair.com/account/create,Yes,Airline,web,email,yes,,none noted  
2473,Travel & Airlines,Icelandair,Icelandair Loyalty,https://www.icelandair.com/account/create,Yes,Airline,web,email,yes,,none noted  
2474,Travel & Airlines,Scandinavian Airlines SAS,Scandinavian Airlines SAS Loyalty,https://www.flysas.com/account/create,Yes,Airline,web,email,yes,,none noted  
2475,Travel & Airlines,TAP Air Portugal,TAP Air Portugal Loyalty,https://www.flytap.com/account/create,Yes,Airline,web,email,yes,,none noted  
2476,Travel & Airlines,Aer Lingus,Aer Lingus Loyalty,https://www.aerlingus.com/account/create,Yes,Airline,web,email,yes,,none noted  
2477,Travel & Airlines,Iberia,Iberia Loyalty,https://www.iberia.com/account/create,Yes,Airline,web,email,yes,,none noted  
2478,Travel & Airlines,Garuda Indonesia,Garuda Indonesia Loyalty,https://www.garuda-indonesia.com/account/create,Yes,Airline,web,email,yes,,none noted  
2479,Travel & Airlines,Korean Air,Korean Air Loyalty,https://www.koreanair.com/account/create,Yes,Airline,web,email,yes,,none noted  
2480,Travel & Airlines,Vietnam Airlines,Vietnam Airlines Loyalty,https://www.vietnamairlines.com/account/create,Yes,Airline,web,email,yes,,none noted  
2481,Travel & Airlines,Air New Zealand,Air New Zealand Loyalty,https://www.airnewzealand.com/account/create,Yes,Airline,web,email,yes,,none noted  
2482,Travel & Airlines,Fiji Airways,Fiji Airways Loyalty,https://www.fijiairways.com/account/create,Yes,Airline,web,email,yes,,none noted  
2483,Travel & Airlines,WestJet,WestJet Loyalty,https://www.westjet.com/account/create,Yes,Airline,web,email,yes,,none noted  
2484,Travel & Airlines,Porter Airlines,Porter Airlines Loyalty,https://www.flyporter.com/account/create,Yes,Airline,web,email,yes,,none noted  
2485,Travel & Airlines,Avianca LifeMiles,Avianca LifeMiles Loyalty,https://www.lifemiles.com/account/create,Yes,Airline,web,email,yes,,none noted  
2486,Travel & Airlines,Aeromexico,Aeromexico Loyalty,https://www.aeromexico.com/account/create,Yes,Airline,web,email,yes,,none noted  
2487,Travel & Airlines,Ethiopian Airlines,Ethiopian Airlines Loyalty,https://www.ethiopianairlines.com/account/create,Yes,Airline,web,email,yes,,none noted  
2488,Travel & Airlines,Royal Air Maroc,Royal Air Maroc Loyalty,https://www.royalairmaroc.com/account/create,Yes,Airline,web,email,yes,,none noted  
2489,Travel & Airlines,Kenya Airways,Kenya Airways Loyalty,https://www.kenya-airways.com/account/create,Yes,Airline,web,email,yes,,none noted  
2490,Travel & Airlines,Air India,Air India Loyalty,https://www.airindia.in/account/create,Yes,Airline,web,email,yes,,none noted  
2491,Travel & Airlines,Saudia,Saudia Loyalty,https://www.saudia.com/account/create,Yes,Airline,web,email,yes,,none noted  
2492,Travel & Airlines,Gulf Air,Gulf Air Loyalty,https://www.gulfair.com/account/create,Yes,Airline,web,email,yes,,none noted  
2493,Travel & Airlines,Oman Air,Oman Air Loyalty,https://www.omanair.com/account/create,Yes,Airline,web,email,yes,,none noted  
2494,Travel & Airlines,SriLankan Airlines,SriLankan Airlines Loyalty,https://www.srilankan.com/account/create,Yes,Airline,web,email,yes,,none noted  
2495,Travel & Airlines,Malaysia Airlines,Malaysia Airlines Loyalty,https://www.malaysiaairlines.com/account/create,Yes,Airline,web,email,yes,,none noted  
2496,Travel & Airlines,Thai Airways,Thai Airways Loyalty,https://www.thaiairways.com/account/create,Yes,Airline,web,email,yes,,none noted  
2497,Travel & Airlines,Philippine Airlines,Philippine Airlines Loyalty,https://www.philippineairlines.com/account/create,Yes,Airline,web,email,yes,,none noted  
2498,Travel & Airlines,Hainan Airlines,Hainan Airlines Loyalty,https://www.hainanairlines.com/account/create,Yes,Airline,web,email,yes,,none noted  
2499,Travel & Airlines,Air Tahiti Nui,Air Tahiti Nui Loyalty,https://www.airtahitinui.com/account/create,Yes,Airline,web,email,yes,,none noted  
2500,Travel & Airlines,Brussels Airlines,Brussels Airlines Loyalty,https://www.brusselsairlines.com/account/create,Yes,Airline,web,email,yes,,none noted  
2501,Travel & Airlines,Avalon Waterways,Avalon Waterways Loyalty,https://www.avalonwaterways.com/account/create,Yes,River Cruise,web,email,yes,,none noted  
2502,Travel & Airlines,Uniworld Boutique River Cruises,Uniworld Boutique River Cruises Loyalty,https://www.uniworld.com/account/create,Yes,River Cruise,web,email,yes,,none noted  
2503,Travel & Airlines,Scenic Luxury Cruises,Scenic Luxury Cruises Loyalty,https://www.scenicusa.com/account/create,Yes,River Cruise,web,email,yes,,none noted  
2504,Travel & Airlines,Emerald Cruises,Emerald Cruises Loyalty,https://www.emeraldcruises.com/account/create,Yes,River Cruise,web,email,yes,,none noted  
2505,Travel & Airlines,Hurtigruten Expeditions,Hurtigruten Expeditions Loyalty,https://www.hurtigruten.com/account/create,Yes,Expedition Cruise,web,email,yes,,none noted  
2506,Travel & Airlines,Ponant,Ponant Loyalty,https://www.ponant.com/account/create,Yes,Expedition Cruise,web,email,yes,,none noted  
2507,Travel & Airlines,Paul Gauguin Cruises,Paul Gauguin Cruises Loyalty,https://www.pgcruises.com/account/create,Yes,Cruise,web,email,yes,,none noted  
2508,Travel & Airlines,SeaDream Yacht Club,SeaDream Yacht Club Loyalty,https://www.seadream.com/account/create,Yes,Cruise,web,email,yes,,none noted  
2509,Travel & Airlines,Star Clippers,Star Clippers Loyalty,https://www.starclippers.com/account/create,Yes,Cruise,web,email,yes,,none noted  
2510,Travel & Airlines,Windstar Cruises,Windstar Cruises Loyalty,https://www.windstarcruises.com/account/create,Yes,Cruise,web,email,yes,,none noted  
2511,Travel & Airlines,Celestyal Cruises,Celestyal Cruises Loyalty,https://www.celestyal.com/account/create,Yes,Cruise,web,email,yes,,none noted  
2512,Travel & Airlines,Aqua Expeditions,Aqua Expeditions Loyalty,https://www.aquaexpeditions.com/account/create,Yes,Expedition Cruise,web,email,yes,,none noted  
2513,Travel & Airlines,Quark Expeditions,Quark Expeditions Loyalty,https://www.quarkexpeditions.com/account/create,Yes,Expedition Cruise,web,email,yes,,none noted  
2514,Travel & Airlines,CroisiEurope,CroisiEurope Loyalty,https://www.croisieuroperivercruises.com/account/create,Yes,River Cruise,web,email,yes,,none noted  
2515,Travel & Airlines,Amadeus River Cruises,Amadeus River Cruises Loyalty,https://www.amadeus-rivercruises.com/account/create,Yes,River Cruise,web,email,yes,,none noted  
2516,Travel & Airlines,UnCruise Adventures,UnCruise Adventures Loyalty,https://www.uncruise.com/account/create,Yes,Expedition Cruise,web,email,yes,,none noted  
2517,Travel & Airlines,Pearl Seas Cruises,Pearl Seas Cruises Loyalty,https://www.pearlseascruises.com/account/create,Yes,Cruise,web,email,yes,,none noted  
2518,Travel & Airlines,Riviera River Cruises,Riviera River Cruises Loyalty,https://www.rivierarivercruises.com/account/create,Yes,River Cruise,web,email,yes,,none noted  
2519,Entertainment & Streaming,Alamo Drafthouse,Alamo Drafthouse Membership,https://www.drafthouse.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2520,Entertainment & Streaming,Marcus Theatres,Marcus Theatres Membership,https://www.marcustheatres.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2521,Entertainment & Streaming,Harkins Theatres,Harkins Theatres Membership,https://www.harkins.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2522,Entertainment & Streaming,Bow Tie Cinemas,Bow Tie Cinemas Membership,https://www.bowtiecinemas.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2523,Entertainment & Streaming,Malco Theatres,Malco Theatres Membership,https://www.malco.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2524,Entertainment & Streaming,Megaplex Theatres,Megaplex Theatres Membership,https://www.megaplextheatres.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2525,Entertainment & Streaming,Studio Movie Grill,Studio Movie Grill Membership,https://www.studiomoviegrill.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2526,Entertainment & Streaming,B\&B Theatres,B\&B Theatres Membership,https://www.bbtheatres.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2527,Entertainment & Streaming,Classic Cinemas,Classic Cinemas Membership,https://www.classiccinemas.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2528,Entertainment & Streaming,Landmark Theatres,Landmark Theatres Membership,https://www.landmarktheatres.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2529,Entertainment & Streaming,Laemmle Theatres,Laemmle Theatres Membership,https://www.laemmle.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2530,Entertainment & Streaming,Angelika Film Center,Angelika Film Center Membership,https://www.angelikafilmcenter.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2531,Entertainment & Streaming,Nitehawk Cinema,Nitehawk Cinema Membership,https://www.nitehawkcinema.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2532,Entertainment & Streaming,Showcase Cinemas,Showcase Cinemas Membership,https://www.showcasecinemas.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2533,Entertainment & Streaming,Maya Cinemas,Maya Cinemas Membership,https://www.mayacinemas.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2534,Entertainment & Streaming,Santikos Entertainment,Santikos Entertainment Membership,https://www.santikos.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2535,Entertainment & Streaming,Frank Theatres,Frank Theatres Membership,https://www.franktheatres.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2536,Entertainment & Streaming,Galaxy Theatres,Galaxy Theatres Membership,https://www.galaxytheatres.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2537,Entertainment & Streaming,Celebration Cinema,Celebration Cinema Membership,https://www.celebrationcinema.com/account/create,Yes,Movie Theater,web,email,yes,,none noted  
2538,Travel & Airlines,Renfe Spain,Renfe Spain Loyalty,https://www.renfe.com/account/create,Yes,Rail,web,email,yes,,none noted  
2539,Travel & Airlines,Trenitalia Italy,Trenitalia Italy Loyalty,https://www.trenitalia.com/account/create,Yes,Rail,web,email,yes,,none noted  
2540,Travel & Airlines,Italo Treno Italy,Italo Treno Italy Loyalty,https://www.italotreno.it/account/create,Yes,Rail,web,email,yes,,none noted  
2541,Travel & Airlines,SNCF France,SNCF France Loyalty,https://www.sncf.com/account/create,Yes,Rail,web,email,yes,,none noted  
2542,Travel & Airlines,Deutsche Bahn Germany,Deutsche Bahn Germany Loyalty,https://www.bahn.com/account/create,Yes,Rail,web,email,yes,,none noted  
2543,Travel & Airlines,OBB Austria,OBB Austria Loyalty,https://www.oebb.at/account/create,Yes,Rail,web,email,yes,,none noted  
2544,Travel & Airlines,SBB Switzerland,SBB Switzerland Loyalty,https://www.sbb.ch/account/create,Yes,Rail,web,email,yes,,none noted  
2545,Travel & Airlines,NS Netherlands,NS Netherlands Loyalty,https://www.ns.nl/account/create,Yes,Rail,web,email,yes,,none noted  
2546,Travel & Airlines,SNCB Belgium,SNCB Belgium Loyalty,https://www.belgiantrain.be/account/create,Yes,Rail,web,email,yes,,none noted  
2547,Travel & Airlines,Eurostar,Eurostar Loyalty,https://www.eurostar.com/account/create,Yes,Rail,web,email,yes,,none noted  
2548,Travel & Airlines,LNER UK,LNER UK Loyalty,https://www.lner.co.uk/account/create,Yes,Rail,web,email,yes,,none noted  
2549,Travel & Airlines,Avanti West Coast UK,Avanti West Coast UK Loyalty,https://www.avantiwestcoast.co.uk/account/create,Yes,Rail,web,email,yes,,none noted  
2550,Travel & Airlines,Great Western Railway UK,Great Western Railway UK Loyalty,https://www.gwr.com/account/create,Yes,Rail,web,email,yes,,none noted  
2551,Travel & Airlines,CrossCountry UK,CrossCountry UK Loyalty,https://www.crosscountrytrains.co.uk/account/create,Yes,Rail,web,email,yes,,none noted  
2552,Travel & Airlines,ScotRail UK,ScotRail UK Loyalty,https://www.scotrail.co.uk/account/create,Yes,Rail,web,email,yes,,none noted  
2553,Travel & Airlines,TransPennine Express UK,TransPennine Express UK Loyalty,https://www.transpennineexpress.co.uk/account/create,Yes,Rail,web,email,yes,,none noted  
2554,Travel & Airlines,FlixBus,FlixBus Loyalty,https://www.flixbus.com/account/create,Yes,Bus,web,email,yes,,none noted  
2555,Travel & Airlines,Megabus,Megabus Loyalty,https://www.megabus.com/account/create,Yes,Bus,web,email,yes,,none noted  
2556,Travel & Airlines,National Express UK,National Express UK Loyalty,https://www.nationalexpress.com/account/create,Yes,Bus,web,email,yes,,none noted  
